Id,Data
329,./12__M_Right_ring_finger.BMP
330,./12__M_Right_thumb_finger.BMP
331,./130__F_Left_index_finger.BMP
332,./130__F_Left_little_finger.BMP
333,./130__F_Left_middle_finger.BMP
334,./130__F_Left_ring_finger.BMP
335,./130__F_Left_thumb_finger.BMP
336,./130__F_Right_index_finger.BMP
337,./130__F_Right_little_finger.BMP
338,./130__F_Right_middle_finger.BMP
339,./130__F_Right_ring_finger.BMP
340,./130__F_Right_thumb_finger.BMP
341,./131__M_Left_index_finger.BMP
342,./131__M_Left_little_finger.BMP
343,./131__M_Left_middle_finger.BMP
344,./131__M_Left_ring_finger.BMP
345,./131__M_Left_thumb_finger.BMP
346,./131__M_Right_index_finger.BMP
347,./131__M_Right_little_finger.BMP
348,./131__M_Right_middle_finger.BMP
349,./131__M_Right_ring_finger.BMP
350,./131__M_Right_thumb_finger.BMP
351,./132__M_Left_index_finger.BMP
352,./132__M_Left_little_finger.BMP
353,./132__M_Left_middle_finger.BMP
354,./132__M_Left_ring_finger.BMP
355,./132__M_Left_thumb_finger.BMP
356,./132__M_Right_index_finger.BMP
357,./132__M_Right_little_finger.BMP
358,./132__M_Right_middle_finger.BMP
359,./132__M_Right_ring_finger.BMP
360,./132__M_Right_thumb_finger.BMP
361,./133__M_Left_index_finger.BMP
362,./133__M_Left_little_finger.BMP
363,./133__M_Left_middle_finger.BMP
364,./133__M_Left_ring_finger.BMP
365,./133__M_Left_thumb_finger.BMP
366,./133__M_Right_index_finger.BMP
367,./133__M_Right_little_finger.BMP
368,./133__M_Right_middle_finger.BMP
369,./133__M_Right_ring_finger.BMP
370,./133__M_Right_thumb_finger.BMP
371,./134__M_Left_index_finger.BMP
372,./134__M_Left_little_finger.BMP
373,./134__M_Left_middle_finger.BMP
374,./134__M_Left_ring_finger.BMP
375,./134__M_Left_thumb_finger.BMP
376,./134__M_Right_index_finger.BMP
377,./134__M_Right_little_finger.BMP
378,./134__M_Right_middle_finger.BMP
379,./134__M_Right_ring_finger.BMP
380,./134__M_Right_thumb_finger.BMP
381,./135__F_Left_index_finger.BMP
382,./135__F_Left_little_finger.BMP
383,./135__F_Left_middle_finger.BMP
384,./135__F_Left_ring_finger.BMP
385,./135__F_Left_thumb_finger.BMP
386,./135__F_Right_index_finger.BMP
387,./135__F_Right_little_finger.BMP
388,./135__F_Right_middle_finger.BMP
389,./135__F_Right_ring_finger.BMP
390,./135__F_Right_thumb_finger.BMP
391,./136__F_Left_index_finger.BMP
392,./136__F_Left_little_finger.BMP
393,./136__F_Left_middle_finger.BMP
394,./136__F_Left_ring_finger.BMP
395,./136__F_Left_thumb_finger.BMP
396,./136__F_Right_index_finger.BMP
397,./136__F_Right_little_finger.BMP
398,./136__F_Right_middle_finger.BMP
399,./136__F_Right_ring_finger.BMP
400,./136__F_Right_thumb_finger.BMP
401,./137__M_Left_index_finger.BMP
402,./137__M_Left_little_finger.BMP
403,./137__M_Left_middle_finger.BMP
404,./137__M_Left_ring_finger.BMP
405,./137__M_Left_thumb_finger.BMP
406,./137__M_Right_index_finger.BMP
407,./137__M_Right_little_finger.BMP
408,./137__M_Right_middle_finger.BMP
409,./137__M_Right_ring_finger.BMP
410,./137__M_Right_thumb_finger.BMP
411,./138__M_Left_index_finger.BMP
412,./138__M_Left_little_finger.BMP
413,./138__M_Left_middle_finger.BMP
414,./138__M_Left_ring_finger.BMP
415,./138__M_Left_thumb_finger.BMP
416,./138__M_Right_index_finger.BMP
417,./138__M_Right_little_finger.BMP
418,./138__M_Right_middle_finger.BMP
419,./138__M_Right_ring_finger.BMP
420,./138__M_Right_thumb_finger.BMP
421,./139__M_Left_index_finger.BMP
422,./139__M_Left_little_finger.BMP
423,./139__M_Left_middle_finger.BMP
424,./139__M_Left_ring_finger.BMP
425,./139__M_Left_thumb_finger.BMP
426,./139__M_Right_index_finger.BMP
427,./139__M_Right_little_finger.BMP
428,./139__M_Right_middle_finger.BMP
429,./139__M_Right_ring_finger.BMP
430,./139__M_Right_thumb_finger.BMP
431,./13__F_Left_index_finger.BMP
432,./13__F_Left_little_finger.BMP
433,./13__F_Left_middle_finger.BMP
434,./13__F_Left_ring_finger.BMP
435,./13__F_Left_thumb_finger.BMP
436,./13__F_Right_index_finger.BMP
437,./13__F_Right_little_finger.BMP
438,./13__F_Right_middle_finger.BMP
439,./13__F_Right_ring_finger.BMP
440,./13__F_Right_thumb_finger.BMP
441,./140__F_Left_index_finger.BMP
442,./140__F_Left_little_finger.BMP
443,./140__F_Left_middle_finger.BMP
444,./140__F_Left_ring_finger.BMP
445,./140__F_Left_thumb_finger.BMP
446,./140__F_Right_index_finger.BMP
447,./140__F_Right_little_finger.BMP
448,./140__F_Right_middle_finger.BMP
449,./140__F_Right_ring_finger.BMP
450,./140__F_Right_thumb_finger.BMP
451,./141__F_Left_index_finger.BMP
452,./141__F_Left_little_finger.BMP
453,./141__F_Left_middle_finger.BMP
454,./141__F_Left_ring_finger.BMP
455,./141__F_Left_thumb_finger.BMP
456,./141__F_Right_index_finger.BMP
457,./141__F_Right_little_finger.BMP
458,./141__F_Right_middle_finger.BMP
459,./141__F_Right_ring_finger.BMP
460,./141__F_Right_thumb_finger.BMP
461,./142__F_Left_index_finger.BMP
462,./142__F_Left_little_finger.BMP
463,./142__F_Left_middle_finger.BMP
464,./142__F_Left_ring_finger.BMP
465,./142__F_Left_thumb_finger.BMP
466,./142__F_Right_index_finger.BMP
467,./142__F_Right_little_finger.BMP
468,./142__F_Right_middle_finger.BMP
469,./142__F_Right_ring_finger.BMP
470,./142__F_Right_thumb_finger.BMP
471,./143__M_Left_index_finger.BMP
472,./143__M_Left_little_finger.BMP
473,./143__M_Left_middle_finger.BMP
474,./143__M_Left_ring_finger.BMP
475,./143__M_Left_thumb_finger.BMP
476,./143__M_Right_index_finger.BMP
477,./143__M_Right_little_finger.BMP
478,./143__M_Right_middle_finger.BMP
479,./143__M_Right_ring_finger.BMP
480,./143__M_Right_thumb_finger.BMP
481,./144__M_Left_index_finger.BMP
482,./144__M_Left_little_finger.BMP
483,./144__M_Left_middle_finger.BMP
484,./144__M_Left_ring_finger.BMP
485,./144__M_Left_thumb_finger.BMP
486,./144__M_Right_index_finger.BMP
487,./144__M_Right_little_finger.BMP
488,./144__M_Right_middle_finger.BMP
489,./144__M_Right_ring_finger.BMP
490,./144__M_Right_thumb_finger.BMP
491,./145__M_Left_index_finger.BMP
492,./145__M_Left_little_finger.BMP
493,./145__M_Left_middle_finger.BMP
494,./145__M_Left_ring_finger.BMP
495,./145__M_Left_thumb_finger.BMP
496,./145__M_Right_index_finger.BMP
497,./145__M_Right_little_finger.BMP
498,./145__M_Right_middle_finger.BMP
499,./145__M_Right_ring_finger.BMP
500,./145__M_Right_thumb_finger.BMP
501,./146__M_Left_index_finger.BMP
502,./146__M_Left_little_finger.BMP
503,./146__M_Left_middle_finger.BMP
504,./146__M_Left_ring_finger.BMP
505,./146__M_Left_thumb_finger.BMP
506,./146__M_Right_index_finger.BMP
507,./146__M_Right_little_finger.BMP
508,./146__M_Right_middle_finger.BMP
509,./146__M_Right_ring_finger.BMP
510,./146__M_Right_thumb_finger.BMP
511,./147__M_Left_index_finger.BMP
512,./147__M_Left_little_finger.BMP
513,./147__M_Left_middle_finger.BMP
514,./147__M_Left_ring_finger.BMP
515,./147__M_Left_thumb_finger.BMP
516,./147__M_Right_index_finger.BMP
517,./147__M_Right_little_finger.BMP
518,./147__M_Right_middle_finger.BMP
519,./147__M_Right_ring_finger.BMP
520,./147__M_Right_thumb_finger.BMP
521,./148__M_Left_index_finger.BMP
522,./148__M_Left_little_finger.BMP
523,./148__M_Left_middle_finger.BMP
524,./148__M_Left_ring_finger.BMP
525,./148__M_Left_thumb_finger.BMP
526,./148__M_Right_index_finger.BMP
527,./148__M_Right_little_finger.BMP
528,./148__M_Right_middle_finger.BMP
529,./148__M_Right_ring_finger.BMP
530,./148__M_Right_thumb_finger.BMP
531,./149__F_Left_index_finger.BMP
532,./149__F_Left_little_finger.BMP
533,./149__F_Left_middle_finger.BMP
534,./149__F_Left_ring_finger.BMP
535,./149__F_Left_thumb_finger.BMP
536,./149__F_Right_index_finger.BMP
537,./149__F_Right_little_finger.BMP
538,./149__F_Right_middle_finger.BMP
539,./149__F_Right_ring_finger.BMP
540,./149__F_Right_thumb_finger.BMP
541,./14__M_Left_index_finger.BMP
542,./14__M_Left_little_finger.BMP
543,./14__M_Left_middle_finger.BMP
544,./14__M_Left_ring_finger.BMP
545,./14__M_Left_thumb_finger.BMP
546,./14__M_Right_index_finger.BMP
547,./14__M_Right_little_finger.BMP
548,./14__M_Right_middle_finger.BMP
549,./14__M_Right_ring_finger.BMP
550,./14__M_Right_thumb_finger.BMP
551,./150__M_Left_index_finger.BMP
552,./150__M_Left_little_finger.BMP
553,./150__M_Left_middle_finger.BMP
554,./150__M_Left_ring_finger.BMP
555,./150__M_Left_thumb_finger.BMP
556,./150__M_Right_index_finger.BMP
557,./150__M_Right_little_finger.BMP
558,./150__M_Right_middle_finger.BMP
559,./150__M_Right_ring_finger.BMP
560,./150__M_Right_thumb_finger.BMP
561,./151__M_Left_index_finger.BMP
562,./151__M_Left_little_finger.BMP
563,./151__M_Left_middle_finger.BMP
564,./151__M_Left_ring_finger.BMP
565,./151__M_Left_thumb_finger.BMP
566,./151__M_Right_index_finger.BMP
567,./151__M_Right_little_finger.BMP
568,./151__M_Right_middle_finger.BMP
569,./151__M_Right_ring_finger.BMP
570,./151__M_Right_thumb_finger.BMP
571,./152__M_Left_index_finger.BMP
572,./152__M_Left_little_finger.BMP
573,./152__M_Left_middle_finger.BMP
574,./152__M_Left_ring_finger.BMP
575,./152__M_Left_thumb_finger.BMP
576,./152__M_Right_index_finger.BMP
577,./152__M_Right_little_finger.BMP
578,./152__M_Right_middle_finger.BMP
579,./152__M_Right_ring_finger.BMP
580,./152__M_Right_thumb_finger.BMP
581,./153__M_Left_index_finger.BMP
582,./153__M_Left_little_finger.BMP
583,./153__M_Left_middle_finger.BMP
584,./153__M_Left_ring_finger.BMP
585,./153__M_Left_thumb_finger.BMP
586,./153__M_Right_index_finger.BMP
587,./153__M_Right_little_finger.BMP
588,./153__M_Right_middle_finger.BMP
589,./153__M_Right_ring_finger.BMP
590,./153__M_Right_thumb_finger.BMP
591,./154__F_Left_index_finger.BMP
592,./154__F_Left_little_finger.BMP
593,./154__F_Left_middle_finger.BMP
594,./154__F_Left_ring_finger.BMP
595,./154__F_Left_thumb_finger.BMP
596,./154__F_Right_index_finger.BMP
597,./154__F_Right_little_finger.BMP
598,./154__F_Right_middle_finger.BMP
599,./154__F_Right_ring_finger.BMP
600,./154__F_Right_thumb_finger.BMP
601,./155__M_Left_index_finger.BMP
602,./155__M_Left_little_finger.BMP
603,./155__M_Left_middle_finger.BMP
604,./155__M_Left_ring_finger.BMP
605,./155__M_Left_thumb_finger.BMP
606,./155__M_Right_index_finger.BMP
607,./155__M_Right_little_finger.BMP
608,./155__M_Right_middle_finger.BMP
609,./155__M_Right_ring_finger.BMP
610,./155__M_Right_thumb_finger.BMP
611,./156__F_Left_index_finger.BMP
612,./156__F_Left_little_finger.BMP
613,./156__F_Left_middle_finger.BMP
614,./156__F_Left_ring_finger.BMP
615,./156__F_Left_thumb_finger.BMP
616,./156__F_Right_index_finger.BMP
617,./156__F_Right_little_finger.BMP
618,./156__F_Right_middle_finger.BMP
619,./156__F_Right_ring_finger.BMP
620,./156__F_Right_thumb_finger.BMP
621,./157__M_Left_index_finger.BMP
622,./157__M_Left_little_finger.BMP
623,./157__M_Left_middle_finger.BMP
624,./157__M_Left_ring_finger.BMP
625,./157__M_Left_thumb_finger.BMP
626,./157__M_Right_index_finger.BMP
627,./157__M_Right_little_finger.BMP
628,./157__M_Right_middle_finger.BMP
629,./157__M_Right_ring_finger.BMP
630,./157__M_Right_thumb_finger.BMP
631,./158__M_Left_index_finger.BMP
632,./158__M_Left_little_finger.BMP
633,./158__M_Left_middle_finger.BMP
634,./158__M_Left_ring_finger.BMP
635,./158__M_Left_thumb_finger.BMP
636,./158__M_Right_index_finger.BMP
637,./158__M_Right_little_finger.BMP
638,./158__M_Right_middle_finger.BMP
639,./158__M_Right_ring_finger.BMP
640,./158__M_Right_thumb_finger.BMP
641,./159__M_Left_index_finger.BMP
642,./159__M_Left_little_finger.BMP
643,./159__M_Left_middle_finger.BMP
644,./159__M_Left_ring_finger.BMP
645,./159__M_Left_thumb_finger.BMP
646,./159__M_Right_index_finger.BMP
647,./159__M_Right_little_finger.BMP
648,./159__M_Right_middle_finger.BMP
649,./159__M_Right_ring_finger.BMP
650,./159__M_Right_thumb_finger.BMP
651,./15__F_Left_index_finger.BMP
652,./15__F_Left_little_finger.BMP
653,./15__F_Left_middle_finger.BMP
654,./15__F_Left_ring_finger.BMP
655,./15__F_Left_thumb_finger.BMP
656,./15__F_Right_index_finger.BMP
657,./15__F_Right_little_finger.BMP
658,./15__F_Right_middle_finger.BMP
659,./15__F_Right_ring_finger.BMP
660,./15__F_Right_thumb_finger.BMP
661,./160__M_Left_index_finger.BMP
662,./160__M_Left_little_finger.BMP
663,./160__M_Left_middle_finger.BMP
664,./160__M_Left_ring_finger.BMP
665,./160__M_Left_thumb_finger.BMP
666,./160__M_Right_index_finger.BMP
667,./160__M_Right_little_finger.BMP
668,./160__M_Right_middle_finger.BMP
669,./160__M_Right_ring_finger.BMP
670,./160__M_Right_thumb_finger.BMP
671,./161__F_Left_index_finger.BMP
672,./161__F_Left_little_finger.BMP
673,./161__F_Left_middle_finger.BMP
674,./161__F_Left_ring_finger.BMP
675,./161__F_Left_thumb_finger.BMP
676,./161__F_Right_index_finger.BMP
677,./161__F_Right_little_finger.BMP
678,./161__F_Right_middle_finger.BMP
679,./161__F_Right_ring_finger.BMP
680,./161__F_Right_thumb_finger.BMP
681,./162__M_Left_index_finger.BMP
682,./162__M_Left_little_finger.BMP
683,./162__M_Left_middle_finger.BMP
684,./162__M_Left_ring_finger.BMP
685,./162__M_Left_thumb_finger.BMP
686,./162__M_Right_index_finger.BMP
687,./162__M_Right_little_finger.BMP
688,./162__M_Right_middle_finger.BMP
689,./162__M_Right_ring_finger.BMP
690,./162__M_Right_thumb_finger.BMP
691,./163__M_Left_index_finger.BMP
692,./163__M_Left_little_finger.BMP
693,./163__M_Left_middle_finger.BMP
694,./163__M_Left_ring_finger.BMP
695,./163__M_Left_thumb_finger.BMP
696,./163__M_Right_index_finger.BMP
697,./163__M_Right_little_finger.BMP
698,./163__M_Right_middle_finger.BMP
699,./163__M_Right_ring_finger.BMP
700,./163__M_Right_thumb_finger.BMP
701,./164__M_Left_index_finger.BMP
702,./164__M_Left_little_finger.BMP
703,./164__M_Left_middle_finger.BMP
704,./164__M_Left_ring_finger.BMP
705,./164__M_Left_thumb_finger.BMP
706,./164__M_Right_index_finger.BMP
